Text,string_City,score_Count People Found Review Helpful,date_Date Created,score_Overall Rating,string_Place Location,string_State,summary
I shopped at the Ossington location twice and both times I received good service and found the items I was looking for. Returning a defective item under warranty was hassle free. Special thanks to Sara for helping me pick a necklace/anklet and for being so kind to my dog Eddie(who fell in love with her even though hes an absolute terror usually!).,Toronto,0.0,2024-12-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: Good service and found desired items, hassle-free return process.
Staff Behavior: Staff, specifically Sara, was helpful and kind.
Product/Service Feedback: No specific feedback mentioned.
Suggestions for Improvement: None."
Save yourself the disappointment and avoid this store. There are so many better sustainable and Canadian born jewellery stores out there that actually need your business. This store lacks customer service and the employees are really selective with who they wish to help. Get yourself employees who actually want to work. So disappointed!,Toronto,0.0,2025-01-20,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

- Negative Issue: Lack of customer service and selective employees
- Positive Experience: None
- Staff Behavior: Unhelpful and selective with who they assist
- Product/Service Feedback: None
- Suggestions for Improvement: Hire employees who are willing to work and provide better customer service."
"Came here to get a gift for my partner and found the service quite rude. First, nobody seems available to help you. So waited around 20min to flag someone down, who didnt ignore me. Then when I received the jewelry, the bag was basically thrown at me as the sales associate was already walking away. I guess they really dont care about you after making the sale. Wont be returning here.EDIT:they tell you to reach out to ""better understand what happened"". Tldr:they just ghost you (guess its consistent with the in-store experience with the sales associates)",Toronto,2.0,2024-12-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Rude service and unavailability of staff to help customers.
Positive Experience: None.
Staff Behavior: Sales associate ignored customer and threw bag at customer.
Product/Service Feedback: No feedback provided.
Suggestions for Improvement: Improve customer service and attentiveness to customers."
"5⭐️ 06/05/2023 - I havent been to Mejuri before so this experience is my very first. I dont usually wear accessories on the daily normally but wanted to spoil myself incase I wanted to wear something for special events. When I first entered the place, the store was arranged beautifully. At that moment someone walked up to me and asked me if I needed any help, and thats where I met Ammanoel who was very helpful and attentive. He helped me through my entire visit, his input and knowledge was a huge help for someone like me who has never had any accessory of my own. Overall my experience there was an amazing one, I was able to learn a lot from the visit. If you ever happen to read this message, thank you Ammanoel for the assistance! I appreciate it and will be mindful of your advice! Highly recommend going to this place at least once!",Toronto,13.0,2024-02-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: The reviewer had a positive experience at Mejuri, praising the store's beautiful arrangement and the helpfulness and attentiveness of staff member Ammanoel.
Staff Behavior: Ammanoel was described as very helpful and knowledgeable, providing valuable input and assistance throughout the visit.
Product/Service Feedback: The reviewer learned a lot from their visit and highly recommends the store.
Suggestions for Improvement: None."
"I cant believe how poor the quality of the jewelry and service is here. I got the daily stacker ring and within two weeks of wearing the piece, the scratches on the jewelry are insane. I didnt wear the jewelry in water, or when exercising. I stored it appropriately as well.I reached out to mejuri for help, and they told me this was normal wear and tear. AFTER TWO WEEKS?!I will never be buying from mejuri again. Im so disappointed.",Toronto,0.0,2025-01-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Poor quality of jewelry and unsatisfactory service
Positive Experience: None
Staff Behavior: The reviewer reached out to Mejuri for help, but the response was unsatisfactory.
Product/Service Feedback: The daily stacker ring purchased by the reviewer had scratches within two weeks of wearing, despite proper care.
Suggestions for Improvement: None mentioned explicitly, but there is room for improvement in the quality of the product and customer service."
"I was in the store today and had a really poor customer service experience. One of the sales associates eagerly helped me right away until I asked to see rings in the $100-$250 range. She then left to take care of another customer and never came back. I stood waiting for a while, and a few of the associates kept looking over at me and finally one came over but I had already called an Uber to leave. Really disappointing experience as Ive been an online customer and was looking forward to picking out a few pieces.",Toronto,1.0,2024-12-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Poor customer service experience in store, specifically with regards to assistance in browsing rings in a specific price range.
Positive Experience: None.
Staff Behavior: One sales associate helped initially but left without returning, while other associates kept looking over without offering assistance.
Product/Service Feedback: None.
Suggestions for Improvement: Improve customer service and attentiveness to customers in store."
"Imagining Ossington Ave without a Mejuri store is like imagining a hipster without a bicycle… impossible right. So happy they opened on my favourite street, now I get my craft beers, tattoos, haircuts, and jewelry all in one block radius.",Toronto,1.0,2024-04-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

- Negative Issue: None
- Positive Experience: The customer is happy that Mejuri opened on their favorite street, making it convenient to access their products.
- Staff Behavior: The staff at Mejuri was not mentioned in the review.
- Product/Service Feedback: The customer enjoys the jewelry products offered by Mejuri.
- Suggestions for Improvement: None"
"I had a wonderful experience at the Mejuri store. My stylist Richard was wonderful, attentive and very helpful.  I will definitely recommend Mejuri to my friends.",Toronto,0.0,2025-01-27,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: Customer had a wonderful experience at the Mejuri store and would recommend it to friends.
Staff Behavior: The stylist, Richard, was described as wonderful, attentive, and very helpful.
Product/Service Feedback: None
Suggestions for Improvement: None"
"Great pieces from a variety of price points. My wife loves their pieces and they are my go-to jewelry store. The staff were very pleasant when in-person, they always ship on-time, and their pieces continue to look like new. Great!",Toronto,0.0,2024-09-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: The reviewer had a great experience at the jewelry store and their wife loves the pieces.
Staff Behavior: The staff was described as pleasant and the store always ships on-time.
Product/Service Feedback: The pieces were described as great and continue to look like new.
Suggestions for Improvement: None"
"Ordered a pair of hoop earrings online and they were sent to me thrown in a tiny bag with no protective wrapping causing them to hit each other in transit. They were unable to offer me a refund due to scratching, yet the scratches occurred due to their poor packaging standards. Unfortunately, this left a bad taste in my mouth as I was a loyal Mejuri customer before this.",Toronto,0.0,2024-10-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: The earrings arrived damaged due to poor packaging and the customer was unable to receive a refund.
Staff Behavior: None mentioned.
Product/Service Feedback: The customer had a negative experience with the product due to poor packaging.
Suggestions for Improvement: The company should improve their packaging standards to prevent damage to their products during transit."
10/10 shopping experience at this Mejuri location! Richard was very helpful and friendly. I would recommend my friends to come and shop here :),Toronto,0.0,2025-02-07,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: 10/10 shopping experience at Mejuri location
Staff Behavior: Richard was helpful and friendly
Product/Service Feedback: None
Suggestions for Improvement: None"
"Ive purchased from Mejuri a couple of times and I was invited to a private event, an email invite was sent to me (where I had to RSVP) and they said get 25% off everything.Even though I registered for the event, there was a massive line outside the store, where I waited for about 45 minutes. When I walked into the store, they had a small signage saying ""25% off with a minimum spend of $150"", this was NOT mentioned in the email and as a customer who waited 45 minutes to get in, it was highly disappointing to know that you have to spend a certain amount to get the discount. It should have been mentioned in the email, this was false advertising for their ""private event"".",Toronto,2.0,2024-12-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: False advertising for ""private event"" with undisclosed minimum spend requirement for discount.
Positive Experience: None
Staff Behavior: Staff were not helpful in informing customers waiting in line about the minimum spend requirement for the discount.
Product/Service Feedback: None
Suggestions for Improvement: Clearly disclose all terms and conditions for discounts in event invitations to avoid misleading customers."
"Mejuri is a horrible company, I came into the store to get a full refund for 2 rings that are brand new and never worn. They did not want to give a full refund. This is considered theft. Customer service support has not replied. Please dont shop at mejuri. They dont give you a refund and will steal your money.",Toronto,0.0,2024-12-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Difficulty obtaining a full refund for brand new and unworn rings, with lack of response from customer service.
Positive Experience: None mentioned.
Staff Behavior: None mentioned.
Product/Service Feedback: None mentioned.
Suggestions for Improvement: Improve customer service response and make it easier for customers to obtain refunds."
"Im writing this was really careful and a lot of motion Ive been really stressed and emotionally stressed because Ive been accused of returning and ring that I never used. I just tried now. I return it the next day because the size is small from this company and I waited for a week and something and they confirmed that been returned they sent me an email that they will return, the payment through the payment and it was with the ticket and then when I contact them another week and three days it didnt receive the payment. They accused me that theres a scratch on the ring . I am so confused emotionally stressed and I said could you please give me a call to talk to a human being instead of just texting and listen to me I did not use it and this picture of you sent me it was where the ticket is where is the ticket on the rink? Its been out so its not my fault that someone from the warehouse made a mistake and scratch a ring. Im so stressed and I dont want anyone to go through what Ive been through that you should be a store credit I would never buy from the store and I wish that everyone will learn about how horrible they are.I want everyone to know and not to go threw the hell I have been with themThey have the worst customer care and they lie on my behalf that I did something I did not doI dont want anyone to go through what. I have gone threwAnd I will never shove at their  store",Toronto,0.0,2024-12-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Accused of returning a damaged ring and experiencing poor customer service, causing stress and emotional distress.

Positive Experience: None

Staff Behavior: Staff were unhelpful and unresponsive, causing confusion and frustration.

Product/Service Feedback: The ring was damaged and returned, but the customer is not satisfied with the resolution.

Suggestions for Improvement: The customer suggests that the store should give store credit and improve their customer care."
"After a terrible experience repairing my beloved sterling silver hoops a coworker suggested I look at Mejuri. I spent days deciding on an every day simple hoop. Due to an allergy to fake jewelry I have to wear real gold or silver. These sterling silver tube huggies were perfect! Placed my order online and went on a payment plan to make it financially easier. They were only about $50. A couple of days later to my surprise they arrived at my door and as I write this they havent been paid for in full! I chose an eco friendly packaging which I love that they had. The earrings came in a a simple box, white drawstring bag inside and in that bag a smaller black drawstring holding the hoops. Ive finally found an affordable jewelry store that my pocket book and ears are happy with!",Toronto,1.0,2024-02-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: Affordable prices and eco-friendly packaging
Staff Behavior: None mentioned
Product/Service Feedback: The reviewer was happy with the quality and selection of the sterling silver tube huggies.
Suggestions for Improvement: None"
"Ella did an amazing job with my third lobe piercings, shes far better than any other studio Ive been to. Shes extremely kind and patient with her clients which made me feel at ease. The jewelry selection is also great. I would highly recommend her to anyone looking for ear piercings.",Toronto,0.0,2024-09-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

None
Positive Experience: Ella did an amazing job with my third lobe piercings and the jewelry selection is great.
Staff Behavior: Ella was extremely kind and patient, making the client feel at ease.
Product/Service Feedback: The reviewer highly recommends Ella for ear piercings.
None"
"Absolutely terrible place. Please avoid for piercings!This place is terribly unprofessional and the piercer was extremely rude.We were told to be there at 340pm. We arrived at 328pm and waited patiently. The piercer ignored us and took in another customer. After waiting nearly 30 minutes we went and knocked on his door and he said we were too late and he couldnt accommodate us. We discussed it with the manager who was apologeticIt was a terrible experience. Our daughter was so excited to get her piercing, we wasted 2 hours driving to and from this place because wed heard from a friend that they had a good experience before. Something has clearly changed as this was a very negative experience for all of us.Absolutely terrible. Would give it 0 stars if I could. Please save your time and money and find a better place to get your piercings and other work done.",Toronto,0.0,2024-09-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"
None
None
Staff Behavior: The piercer was rude and ignored the customer's arrival time, causing them to have to wait and ultimately not receive their piercing. The manager was apologetic.
Product/Service Feedback: None
Suggestions for Improvement: None"
"Arrived at 5:40pm tonight (Sunday), as my friend wanted to try on a wedding band - and we were in the area after a meeting. When we arrived there was a line outside the door, with a sign that said private event. I asked a male employee at the door when the event started, he said 6pm. I asked what time they close, he said 6pm, when I asked if they were open to the public until 6pm he said no. Please update your hours literally anywhere online if youre changing them for an event. Drove out of the way for no reason, and there was nothing that said they would not have normal operating hours today. Disappointing, hopefully Yorkdale customer service will be better.",Toronto,0.0,2024-12-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Miscommunication about store hours and a private event causing inconvenience for customers.
Positive Experience: None mentioned.
Staff Behavior: The male employee was unhelpful and did not provide clear information about store hours and the private event.
Product/Service Feedback: None mentioned.
Suggestions for Improvement: The customer suggests updating store hours online to avoid inconvenience for customers."
"I just want to rave about my experience at Mejuri on Ossington today! Beautiful location, great selection, but also the staff were so friendly and helpful! I had a piercing done today by Tyler - he was so thorough, walked me through all of the protocols and cleanliness stuff to put my mind at ease, and was so friendly and fun during my appointment. After a sort of rough week, the experience brightened my spirits. I want to express how much I appreciated how I was treated today! It meant so much. Thank you to the team working there today — I cant wait to come back!",Toronto,1.0,2024-06-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: Beautiful location, great selection, friendly and helpful staff, thorough and fun piercing experience with Tyler, brightened spirits
Staff Behavior: Staff were friendly, helpful, and made the customer feel appreciated and at ease during a piercing appointment.
Product/Service Feedback: The customer was satisfied with the location and selection of products.
Suggestions for Improvement: None"
"I have been to this store twice to get a piercing done. Tyler is great, he explains the whole process and is very friendly. He gives you time to make sure everything is where you want it before poking any holes! The healing process for the first piercing was flawless, the second one I just got today but Im not expecting any issues. The flat back studs that they use for their piercings are pricey but in my opinion they are the best and I personally wouldnt go anywhere else.On another note Mejuri has an excellent return/exchange policy and customer service. I had a small issue with the first pair of hoops that I bought from them and they immediately returned them and sent me a new pair. ❤️",Toronto,0.0,2024-07-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: Friendly and knowledgeable staff, good quality piercings and excellent customer service.
Staff Behavior: Tyler was great and explained the process, gave time for decision making, and had a friendly attitude.
Product/Service Feedback: The flat back studs used for piercings were pricey but of good quality. Mejuri has an excellent return/exchange policy.
Suggestions for Improvement: None"
"The 5 stars is for my piercing experience with Tyler. Tyler is professional, approachable and efficient. One of my best experiences this far. Highly recommend.",Toronto,0.0,2024-11-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: The customer had a 5-star piercing experience with the staff member, Tyler. They described Tyler as professional, approachable, and efficient, and highly recommend their services.
Staff Behavior: Tyler was praised for their professionalism, approachability, and efficiency.
Product/Service Feedback: None
Suggestions for Improvement: None"
"Just thought to leave a review as I received a service contrary to what some of the one star reviews here say. The sales rep was very helpful and patient as I stumbled through my questions, even when I was clear that I was just browsing for options.Will return soon to make the purchases (pending they have them in stock).",Toronto,0.0,2024-09-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

None
Positive Experience: The sales rep was helpful and patient.
Staff Behavior: The sales rep was helpful and patient.
Product/Service Feedback: None
Suggestions for Improvement: None"
"I went in to buy bracelets with my husband, newborn baby and friends. We were being watched and followed by their security. It was very uncomfortable and made for an unpleasant shopping experience. In addition, their sales rep stood and watched me as I put the bracelets back instead of helping.Its disappointing that it felt very targeted as we were the only people of colour. Im an avid Mejuri customer and will unfortunately be shopping elsewhere due to this experience.PS:I emailed the email provided with no reply.",Toronto,5.0,2024-07-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Feeling targeted and uncomfortable due to being watched and followed by security while shopping for bracelets with family and friends.
Staff Behavior: Sales representative did not offer assistance and instead watched as the customer put the bracelets back.
Suggestions for Improvement: Increase diversity and inclusivity training for staff, and address issues of racial profiling.
"
"Poor quality jewellery! I went into this store asking if there was something they could do about the clasp that came off a necklace I purchased from Mejuri, I understand the product was out of warranty but youd think for the price point the jewellery should last more than a couple of years. What was particularly disappointing was going in and being told ""your best bet would be to go to a jeweller to get this fixed"" confused, I looked around and asked ""isnt this a jeweller?"" The woman at the front counter shrugged it off and went back to what she was doing. If youre looking for good quality jewellery for a decent price point I recommend the nearby store Armed on Dundas. They have reasonable prices, their pieces last more than 2 years, and if something breaks theyll actually fix it for you as a good quality jeweller should.",Toronto,1.0,2024-07-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Poor quality jewellery that did not last more than a couple of years.
Positive Experience: None
Staff Behavior: Staff was unhelpful and did not provide a satisfactory solution to the customer's issue.
Product/Service Feedback: The product was not of good quality and did not last as expected.
Suggestions for Improvement: None."
"I was late for my piercing appointment coming from the east end and Tyler was so accommodating, patient, friendly and made the whole experience enjoyable.  Highly recommend him and the 14k gold Mejuri earrings!  I have owend a couple of them for a few years..still good as new!",Toronto,0.0,2024-07-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

None
Positive Experience: Tyler was accommodating, patient, friendly, and made the experience enjoyable.
Staff Behavior: Tyler was accommodating, patient, and friendly.
Product/Service Feedback: Highly recommend the 14k gold Mejuri earrings, which have held up well over the years.
None"
Excellent experience at Mejuri on Ossington! We were greeted by Linda who was super friendly and VERY patient. I had no idea what kind of jewelry to buy or what suits me. She was so patient as she suggested great pieces to compliment my necklace. I tried on many and was very impressed. We came into the store with our little baby and Linda was so sweet to her too and just overall an amazing person. I will recommend this store to all my friends and family and especially will recommend working with Linda who was very informative and had great sense of style.,Toronto,1.0,2024-02-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

None
Positive Experience: The reviewer had an excellent experience at Mejuri on Ossington, specifically mentioning the friendly and patient staff member, Linda. They were impressed with the selection and will recommend the store to others.
Staff Behavior: Linda was described as friendly, patient, informative, and having a great sense of style. She also interacted well with the reviewer's baby.
Product/Service Feedback: The reviewer was impressed with the selection and quality of the jewelry.
Suggestions for Improvement: None"
Tyler was amazing and did such a great job on my piercing I will be back for sure.I wish I got someone to give me a more personalized experience since I did have an appointment with Tyler. I would have liked to get a stylists opinion on how to curate my ear  piercings.,Toronto,0.0,2024-07-10,4,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: Tyler did a great job on the piercing and the reviewer plans to return.
Staff Behavior: The reviewer would have liked a more personalized experience and a stylist's opinion on their ear piercings, but does not mention any specific issues with Tyler's behavior.
Product/Service Feedback: None
Suggestions for Improvement: The reviewer suggests offering more personalized experiences and seeking stylist opinions for customers' piercings."
Hope sales could be trained more professional. All sales at Bloor store could do better than here. Why?,Toronto,0.0,2025-01-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Sales staff at this location could be more professional and improve their performance compared to other Bloor store locations. 

Positive Experience: None 

Staff Behavior: The reviewer did not have a positive experience with the sales staff at this location, as they feel they could do better. 

Product/Service Feedback: None 

Suggestions for Improvement: The reviewer suggests that sales staff should be trained more professionally."
"The Mejuri Store on Ossington is beautiful. Lovely products, lots of variety and great customer care. I always enjoy shopping here. So many items to fall in love with.I purchased the Puffy Charlotte Ring in Silver and silver Tube Medium Hoops. An amazing classic choice for spring!",Toronto,0.0,2024-03-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: The reviewer had a pleasant shopping experience at the Mejuri Store on Ossington, noting the store's beautiful appearance and variety of products.
Staff Behavior: The staff at the store were described as providing great customer care.
Product/Service Feedback: The reviewer was impressed with the quality and selection of products, specifically mentioning the Puffy Charlotte Ring in Silver and silver Tube Medium Hoops.
Suggestions for Improvement: None."
This is definitely the best Mejuri location - they have the sweetest & most helpful staff ever! Matt helped me today and he was awesome. My dog also loves everyone here. Cant wait to come back :),Toronto,5.0,2024-02-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: The reviewer had a positive experience at the Mejuri location and plans to return.
Staff Behavior: The staff at this Mejuri location was described as ""sweet"" and ""helpful."" The specific staff member, Matt, was mentioned as being ""awesome.""
Product/Service Feedback: None
Suggestions for Improvement: None"
Went in for a walk in piercing. I was lucky to get an appointment they were pretty busy! Tyler had a spot open it he was great! He kept me chatting and calm while he was working on the piercings and it really helped my nerves. Ill go back there for my next one in a couple weeks!,Toronto,1.0,2024-05-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

- Negative Issue: None
- Positive Experience: The reviewer had a positive experience with the staff member, Tyler, who performed their piercing.
- Staff Behavior: Tyler was helpful and had a good attitude, keeping the reviewer calm during the procedure.
- Product/Service Feedback: The reviewer plans to return for another piercing in the future.
- Suggestions for Improvement: None"
"I find good customer service few and far between in my retail experience as of late. However, my recent visit to Mejuri was seamless. Jakob provided the smoothest buying process, respecting my budget and checking all the boxes of my wants! This location is the only one I would bother returning too in person - usually opting for an online buying process. Jakob- thanks again!",Toronto,0.0,2024-04-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: The customer had a seamless and enjoyable experience at Mejuri.
Staff Behavior: Jakob provided excellent customer service, respecting the customer's budget and fulfilling their wants.
Product/Service Feedback: None
Suggestions for Improvement: None"
"The store, itself, is beautiful and the staff are very nice. I went there to return a ring Id ordered online. The stylist was very helpful and extremely patient and showed me what he thought would work for me. I appreciated his opinion and I love what I bought. It was a pleasure to shop there.",Toronto,0.0,2024-04-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: Beautiful store, pleasant staff, helpful stylist, and enjoyable shopping experience.
Staff Behavior: The staff were described as nice, helpful, patient, and provided good recommendations.
Product/Service Feedback: The product purchased was loved and overall selection was satisfactory.
Suggestions for Improvement: None"
"I would recommend to go find other places if you want to get ear piercing. Some professional piercing studio with reliable service quality. I should have done my research and read the review before getting my piercing done here.I had good experience back then when this store was located on Dundas st. and when they used to bring a local piercing parlour to their store and throw so called a piercing party. So I decided to try their piercing studio this time.On a day before my piercing appointment, I checked their website for available piercing jewelry. I didnt want anything too fancy, so I went for my appointment with $98 ones in my mind. On the day, basically I had only 5 choices, 2 of the options were $128 each, others like $300+. Ok, $30 x2 over the budget was find enough, so whatever.When the time for my check up appointment approached, it got cancelled, rescheduled, and cancelled again. This time, they apparently dont have a piercer available.Will I go back for a new piercing? NEVER. Would I recommend to others? NEVER. Will I go back maybe for their jewelry? Not really.",Toronto,2.0,2024-02-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"
Negative Issue: Unreliable service quality for ear piercing, limited selection and high prices for jewelry, cancelled appointments.
Positive Experience: None
Staff Behavior: None mentioned
Product/Service Feedback: Limited selection and high prices for jewelry.
Suggestions for Improvement: None mentioned."
"I bought a ring for my girlfriend on Black Friday but it was the wrong size. When we came in a few days later to exchange it the sale had ended which would mean that I couldnt just pay the difference on the sale price, I would have to pay  (~$500) more. But after the associate spoke to her manager they honored the Black Friday price on the exchange, so I just paid $90 for the larger size ring. Very little push back, made me happy and we will come back to buy more jewelry from them in the future.Thanks again!",Toronto,0.0,2024-02-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None

Positive Experience: The reviewer was happy with the resolution of an issue with purchasing a ring on Black Friday.

Staff Behavior: The staff were helpful and accommodating, with the associate speaking to their manager to honor the Black Friday price on an exchange.

Product/Service Feedback: None

Suggestions for Improvement: None"
Pretty disappointing experience. I popped in to ask some questions about a product I bought earlier and the customer service team was rather dismissive. Shocked because my two prior experiences when they were still on Dundas were above and beyond. Will be taking my business elsewhere,Toronto,0.0,2024-08-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,".

Negative Issue: Unhelpful and dismissive customer service
Positive Experience: None
Staff Behavior: Staff was dismissive and not as helpful as previous experiences at a different location
Product/Service Feedback: None
Suggestions for Improvement: Improve customer service and consistency across locations"
"WOW - I had such an INCREDIBLE shopping experience at the Mejuri on Ossington. I usually stick to online shopping and happy I went into the store to check things out.The staff were friendly, attentive, and really knowledgeable about the products. I came in with tons of items I was eager to try on and I never felt rushed. The store was set up so nicely and elevated - I wish every shopping experience was like buying something from this store.",Toronto,0.0,2024-02-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: Enjoyed shopping at Mejuri on Ossington, preferred it over online shopping.
Staff Behavior: Staff were friendly, attentive, and knowledgeable about products. Did not feel rushed while trying on items.
Product/Service Feedback: Store was set up nicely and provided an elevated shopping experience.
Suggestions for Improvement: None"
I had a wonderful experience at Mejuri Ossington! I came in to find out if I could get a repair for an earring I received a little while ago and they gave me brand new ones right on the spot! It was a busy saturday but thank you so much to Pia for her help and for being so kind. She greeted me as soon as i got into the store and she serviced me immediately. 100% recommend Mejuri Ossington.,Toronto,0.0,2024-02-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: The reviewer had a pleasant experience at Mejuri Ossington and received excellent customer service from staff member Pia.
Staff Behavior: Pia was helpful, knowledgeable, and had a positive attitude towards the customer.
Product/Service Feedback: The reviewer received new earrings on the spot for a repair, indicating good quality and efficient service.
Suggestions for Improvement: None"
Gorgeous new store on Ossington.Staff is very kind.Im giving 4/5  stars because earrings i bought here lasted one month. The post broke off after normal wear. Thankfully they give warantees and replacements. I replaced them today. Hoping i dont run into the same issues. The earrings are expensive and one should expect them to be above Zara quality.,Toronto,0.0,2024-02-10,4,"64 Ossington Ave, Toronto, ON, Canada",ON,"

- Negative Issue: Earrings broke after one month of normal wear
- Positive Experience: Beautiful store, kind staff
- Staff Behavior: Staff was accommodating in replacing the earrings
- Product/Service Feedback: Earrings were expensive and did not meet expectations in terms of quality
- Suggestions for Improvement: None"
"I will never shop at Mejuri again after dealing with the manager at this location.For Christmas, my mother got me a ring from this location but sadly it was slightly too small. When I went to exchange this ring, I brought all the receipt cards that my mom had been given, but they told me I couldnt exchange the ring.  The ring my mother bought was not associated with those order numbers.There was no record online as well that my mom bought this ring or that it was associated with her credit card.Long story short, after spending 2+ hours over the phone and in store trying to resolve this issue, we discovered that at the time my mom was checked out, she was checked out incorrectly for the wrong ring. We did not have the croissant ring (that ring has been discontinued), but was charged 98$ for it, and the ring we bought was the charlotte bold ring (128$).We were accused of stealing the ring multiple times even though their sales rep made a big mistake and admitted that that must have happened. Upon exchanging the ring we had the full packaging (bag and box and exchange/return tag) and all the receipt cards yet we were still accused by the sales rep and the manager.We were nice enough people to just pay the difference in price for the ring instead of arguing. But after being so disrespected by management at this location and the sales rep it is not worth giving your business.",Toronto,5.0,2024-04-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Poor customer service and disrespectful treatment by the manager at Mejuri location.
Positive Experience: None
Staff Behavior: Staff was unhelpful and accused the customer of stealing despite their mistake.
Product/Service Feedback: The product selection was not accurately reflected on the receipt, causing confusion and inconvenience.
Suggestions for Improvement: Mejuri should improve their record keeping and staff training to avoid similar situations in the future."
"Beautiful and convenient new location with a wide selection. They have a great selection of minimalist, unisex bands suitable for weddings in silver, gold, and black titanium. They had nearly every size and material in stock, so we were able to try on everything we wanted. The staff was attentive and patient as we requested different sizes and styles to try. Be sure to sign up for their mailing list for 10% off your first order.",Toronto,1.0,2024-02-10,5,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: None
Positive Experience: Beautiful and convenient new location with a wide selection.
Staff Behavior: Attentive and patient while trying on different sizes and styles.
Product/Service Feedback: Great selection of minimalist, unisex bands in various materials.
Suggestions for Improvement: Sign up for mailing list for 10% off first order."
"If you plan to come here for ear piercing you might just walk out disappointed like I was. It took me over 4 months to get an appointment, and after spending 1.5 hours transit to get to the store, I was told that the earrings (first choice and second choice) I wanted were out of stock and they had no idea when they have it back. They only had a small handful of other options available and all of them were over my budget. It was a huge waste of time both waiting for an appointment and then to be told that they didnt have the selection I wanted (when it is available on their website). If I had known that you are at the mercy of whatever they have on hand that day I would never have made an appointment in the first place",Toronto,2.0,2024-02-10,1,"64 Ossington Ave, Toronto, ON, Canada",ON,"

Negative Issue: Limited selection and availability of earrings for ear piercing, resulting in disappointment and a waste of time for the customer.

Positive Experience: None.

Staff Behavior: The staff were not helpful in informing the customer about the limited selection and did not offer any alternatives within the customer's budget.

Product/Service Feedback: The customer was disappointed with the limited selection and availability of earrings for ear piercing.

Suggestions for Improvement: The review implies that the store should improve their communication about the availability of products and offer a wider range of options for customers to choose from."
